"id","nom_amenageur","siren_amenageur","contact_amenageur","nom_operateur","contact_operateur","telephone_operateur","nom_enseigne","id_station_itinerance","id_station_local","nom_station","implantation_station","adresse_station","code_insee_commune","code_dep","nbre_pdc","puissance_nominale","prise_type_ef","prise_type_2","prise_type_combo_ccs","prise_type_chademo","prise_type_autre","gratuit","paiement_acte","paiement_cb","paiement_autre","tarification","condition_acces","horaires","raccordement","date_mise_en_service","cable_t2_attache","consolidated_longitude","consolidated_latitude"
"11730","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSFGERE",,"FOUGERES","Parking privé à usage public","Carrefour Fougères, 39 Boulevard De Groslay, Zi De La Guenaudiere, 35300 Fougères","35115","35","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-05-02","FALSE","-1.1809120000","48.3471680000"
"11731","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Fougères","FRALLPGO900652","FRALLPGO900652","Allego - Carrefour Fougères","Station dédiée à la recharge rapide","39 Boulevard De Groslay","35115","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-05-09","False","-1.1811282000","48.3469816000"
"11964","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSQMPER",,"QUIMPER","Parking privé à usage public","Carrefour Quimper, Poulguinan Kerdrezec, 29000 Quimper","29232","29","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-21","FALSE","-4.1076700000","47.9830770000"
"11965","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Quimper","FRALLPGO900718","FRALLPGO900718","Allego - Carrefour Quimper","Station dédiée à la recharge rapide","Pont De Poulguinan","29232","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-15","False","-4.1085461000","47.9840169000"
"11966","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSQMPER",,"QUIMPER","Parking privé à usage public","Carrefour Quimper, Poulguinan Kerdrezec, 29000 Quimper","29232","29","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-21","FALSE","-4.1076700000","47.9830770000"
"11967","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Quimper","FRALLPGO900718","FRALLPGO900718","Allego - Carrefour Quimper","Station dédiée à la recharge rapide","Pont De Poulguinan","29232","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-15","False","-4.1085461000","47.9840169000"
"11994","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lorient","FRALLPGO900726","FRALLPGO900726","Allego - Carrefour Lorient","Station dédiée à la recharge rapide","All. Du Manoir De Kerletu","56121","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-10-27","False","-3.3953005000","47.7657132000"
"11995","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lorient","FRALLPGO900726","FRALLPGO900726","Allego - Carrefour Lorient","Station dédiée à la recharge rapide","All. Du Manoir De Kerletu","56121","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-10-27","False","-3.3953005000","47.7657132000"
"12022","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lorient","FRALLPGO900734","FRALLPGO900734","Allego - Carrefour Lorient","Station dédiée à la recharge rapide","All. Du Manoir De Kerletu","56121","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-10-27","False","-3.3953005000","47.7657132000"
"12023","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lorient","FRALLPGO900734","FRALLPGO900734","Allego - Carrefour Lorient","Station dédiée à la recharge rapide","All. Du Manoir De Kerletu","56121","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-10-27","False","-3.3953005000","47.7657132000"
"12048","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSQMPER",,"QUIMPER","Parking privé à usage public","Carrefour Quimper, Poulguinan Kerdrezec, 29000 Quimper","29232","29","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-21","FALSE","-4.1076700000","47.9830770000"
"12049","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Quimper","FRALLPGO900741","FRALLPGO900741","Allego - Carrefour Quimper","Station dédiée à la recharge rapide","Pont De Poulguinan","29232","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-15","False","-4.1085461000","47.9840169000"
"12050","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSQMPER",,"QUIMPER","Parking privé à usage public","Carrefour Quimper, Poulguinan Kerdrezec, 29000 Quimper","29232","29","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-21","FALSE","-4.1076700000","47.9830770000"
"12051","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Quimper","FRALLPGO900741","FRALLPGO900741","Allego - Carrefour Quimper","Station dédiée à la recharge rapide","Pont De Poulguinan","29232","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-15","False","-4.1085461000","47.9840169000"
"12078","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSBREST",,"BREST","Parking privé à usage public","Carrefour Brest, 126 Boulevard De Plymouth, Cc Iroise, 29200 Brest","29019","29","10","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-22","FALSE","-4.5267320000","48.3881750000"
"12079","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Brest","FRALLPGO900752","FRALLPGO900752","Allego - Carrefour Brest","Station dédiée à la recharge rapide","126 Boulevard De Plymouth","29019","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-22","False","-4.5261865000","48.3873685000"
"12080","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSBREST",,"BREST","Parking privé à usage public","Carrefour Brest, 126 Boulevard De Plymouth, Cc Iroise, 29200 Brest","29019","29","10","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-22","FALSE","-4.5267320000","48.3881750000"
"12081","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Brest","FRALLPGO900752","FRALLPGO900752","Allego - Carrefour Brest","Station dédiée à la recharge rapide","126 Boulevard De Plymouth","29019","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-22","False","-4.5261865000","48.3873685000"
"12116","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSBREST",,"BREST","Parking privé à usage public","Carrefour Brest, 126 Boulevard De Plymouth, Cc Iroise, 29200 Brest","29019","29","10","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-22","FALSE","-4.5267320000","48.3881750000"
"12117","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Brest","FRALLPGO900763","FRALLPGO900763","Allego - Carrefour Brest","Station dédiée à la recharge rapide","126 Boulevard De Plymouth","29019","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-22","False","-4.5261865000","48.3873685000"
"12118","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSBREST",,"BREST","Parking privé à usage public","Carrefour Brest, 126 Boulevard De Plymouth, Cc Iroise, 29200 Brest","29019","29","10","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-12-22","FALSE","-4.5267320000","48.3881750000"
"12119","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Brest","FRALLPGO900763","FRALLPGO900763","Allego - Carrefour Brest","Station dédiée à la recharge rapide","126 Boulevard De Plymouth","29019","29","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2022-12-22","False","-4.5261865000","48.3873685000"
"12124","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900766","FRALLPGO900766","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12125","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900766","FRALLPGO900766","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12328","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12329","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900850","FRALLPGO900850","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-13","False","-1.5912692000","48.1137109000"
"12330","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12331","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900850","FRALLPGO900850","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-13","False","-1.5912692000","48.1137109000"
"12348","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12349","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900868","FRALLPGO900868","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-05","False","-1.5912692000","48.1137109000"
"12350","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12351","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900868","FRALLPGO900868","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-05","False","-1.5912692000","48.1137109000"
"12402","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12403","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900896","FRALLPGO900896","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-13","False","-1.5912692000","48.1137109000"
"12404","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSRECES",,"RENNES CESSON","Parking privé à usage public","Carrefour Rennes Cesson, Route De Domloup, Zac La Rigourdiere, 35510 Cesson-Sévigné","35051","35","12","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-11-16","FALSE","-1.5906700000","48.1127500000"
"12405","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Rennes Cesson","FRALLPGO900896","FRALLPGO900896","Allego - Carrefour Rennes Cesson","Station dédiée à la recharge rapide","Rte De Domloup,","35051","35","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-12-13","False","-1.5912692000","48.1137109000"
"12426","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12427","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900910","FRALLPGO900910","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12428","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12429","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900910","FRALLPGO900910","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12454","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12455","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900917","FRALLPGO900917","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12456","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12457","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO900917","FRALLPGO900917","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-02-06","False","-2.7262813000","48.4957784000"
"12482","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSGGAMP",,"GUINGAMP","Parking privé à usage public","Carrefour Guingamp, Rond Point Kennedy, 22200 Grâces","22070","22","6","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-10-20","FALSE","-3.1657300000","48.5623600000"
"12483","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Guingamp","FRALLPGO900927","FRALLPGO900927","Allego - Carrefour Guingamp","Station dédiée à la recharge rapide","Rue Du Maréchal Foch","22070","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-10-26","False","-3.1646879000","48.5620712000"
"12484","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSGGAMP",,"GUINGAMP","Parking privé à usage public","Carrefour Guingamp, Rond Point Kennedy, 22200 Grâces","22070","22","6","150","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","HPC 49cts/Kwh ","Accès libre","24/7","Direct","2023-10-20","FALSE","-3.1657300000","48.5623600000"
"12485","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Guingamp","FRALLPGO900927","FRALLPGO900927","Allego - Carrefour Guingamp","Station dédiée à la recharge rapide","Rue Du Maréchal Foch","22070","22","2","150","False","False","True","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2023-10-26","False","-3.1646879000","48.5620712000"
"12669","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Vannes","FRALLPGO900997","FRALLPGO900997","Allego - Carrefour Vannes","Station dédiée à la recharge rapide","101 Avenue De La Marne","56260","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-02-01","False","-2.7899388000","47.6593191000"
"12670","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Vannes","FRALLPGO900997","FRALLPGO900997","Allego - Carrefour Vannes","Station dédiée à la recharge rapide","101 Avenue De La Marne","56260","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-02-01","False","-2.7899388000","47.6593191000"
"12849","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12850","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO999045","FRALLPGO999045","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-05-14","False","-2.7262813000","48.4957784000"
"12851","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12852","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO999045","FRALLPGO999045","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-05-14","False","-2.7262813000","48.4957784000"
"12853","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12854","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO999046","FRALLPGO999046","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-05-14","False","-2.7262813000","48.4957784000"
"12855","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSSTBRX",,"SAINT BRIEUC","Parking privé à usage public","Carrefour Saint Brieuc Langueux, 1 Rue Jules VerneRn 12, 22360 Langueux","22278","22","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2023-02-07","FALSE","-2.7276800000","48.4961470000"
"12856","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Saint-Brieuc","FRALLPGO999046","FRALLPGO999046","Allego - Carrefour Saint-Brieuc","Station dédiée à la recharge rapide","Route Nationale 12","22106","22","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-05-14","False","-2.7262813000","48.4957784000"
"12857","EV Cars","895163608","m.ange@evcars.fr","Allego","fabien.lepeytre@allego.eu","06 12 46 07 47","Carrefour Energies","FRALLPEVCARSLORNT",,"LORIENT","Parking privé à usage public","Carrefour Lorient, Allee De Kerletu Keryado , Cc K2, 56100 Lorient","56121","56","8","22","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","AC 36cts/KWh","Accès libre","24/7","Direct","2022-10-19","FALSE","-3.3917970000","47.7626360000"
"12858","Allego","842718512","mathieu.laneelle@allego.eu","Allego","fabien.lepeytre@allego.eu","tel:+33-6-22-53-03-38","Allego - Carrefour Lorient","FRALLPGO999047","FRALLPGO999047","Allego - Carrefour Lorient","Station dédiée à la recharge rapide","All. Du Manoir De Kerletu","56121","56","2","22","True","True","False","False","False","False","True","True","True",,"Accès libre","24/7","Direct","2024-04-30","False","-3.3953005000","47.7657132000"
